"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","1","2211","16","0","2019","1","",149,10654,10673,10692,305626790,0,0,2203,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-1.3,-116,-1.1,-32,-0.3,-2,0.0,-6216618,-2.0,0,0.0,0,0.0,-34,-1.5
"US000","1","22111","17","0","2019","1","",70,7897,7917,7938,210032692,0,0,2041,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-2.8,-127,-1.6,-53,-0.7,-28,-0.4,-5666278,-2.6,0,0.0,0,0.0,-36,-1.7
"US000","1","221111","18","0","2019","1","",62,5915,5939,5955,158017345,0,0,2048,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-3.1,-139,-2.3,-44,-0.7,-33,-0.6,-1559413,-1.0,0,0.0,0,0.0,5,0.2
"US000","1","221112","18","0","2019","1","",6,666,664,661,17231364,0,0,1997,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-0.4,-20,-2.9,-15,-2.2,-1034938,-5.7,0,0.0,0,0.0,-81,-3.9
"US000","1","221113","18","0","2019","1","",2,1316,1314,1322,34783983,0,0,2031,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,15,1.2,11,0.8,20,1.5,-3071927,-8.1,0,0.0,0,0.0,-206,-9.2
"US000","1","22112","17","0","2019","1","",79,2757,2756,2754,95594098,0,0,2668,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,11,0.4,21,0.8,26,1.0,-550340,-0.6,0,0.0,0,0.0,-35,-1.3
"US000","1","221121","18","0","2019","1","",40,1956,1960,1958,73957923,0,0,2906,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,56,2.9,59,3.1,47,2.5,884722,1.2,0,0.0,0,0.0,-46,-1.6
"US000","1","221122","18","0","2019","1","",39,801,796,796,21636175,0,0,2086,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-45,-5.3,-38,-4.6,-21,-2.6,-1435062,-6.2,0,0.0,0,0.0,-46,-2.2
"US000","1","2213","16","0","2019","1","",7,761,763,772,16725264,0,0,1681,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-0.4,-2,-0.3,-6,-0.8,-2512695,-13.1,0,0.0,0,0.0,-243,-12.6
"US000","1","22131","17","0","2019","1","",7,761,763,772,16725264,0,0,1681,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-0.4,-2,-0.3,-6,-0.8,-2512695,-13.1,0,0.0,0,0.0,-243,-12.6
"US000","1","221310","18","0","2019","1","",7,761,763,772,16725264,0,0,1681,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-0.4,-2,-0.3,-6,-0.8,-2512695,-13.1,0,0.0,0,0.0,-243,-12.6
"US000","1","23","14","0","2019","1","",2,8,8,8,131956,0,0,1269,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,100.0,3,60.0,3,60.0,3,60.0,23703,21.9,0,0.0,0,0.0,-396,-23.8
"US000","1","237","15","0","2019","1","",2,8,8,8,131956,0,0,1269,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,100.0,3,60.0,3,60.0,3,60.0,23703,21.9,0,0.0,0,0.0,-396,-23.8
"US000","1","2371","16","0","2019","1","",2,8,8,8,131956,0,0,1269,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,100.0,3,60.0,3,60.0,3,60.0,23703,21.9,0,0.0,0,0.0,-396,-23.8
"US000","1","23713","17","0","2019","1","",2,8,8,8,131956,0,0,1269,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,100.0,3,60.0,3,60.0,3,60.0,23703,21.9,0,0.0,0,0.0,-396,-23.8
"US000","1","237130","18","0","2019","1","",2,8,8,8,131956,0,0,1269,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,100.0,3,60.0,3,60.0,3,60.0,23703,21.9,0,0.0,0,0.0,-396,-23.8
"US000","1","238","15","0","2019","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","2382","16","0","2019","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","23821","17","0","2019","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","238211","18","0","2019","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","2383","16","0","2019","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","23835","17","0","2019","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","238351","18","0","2019","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","31-33","14","0","2019","1","",47,49406,49554,49839,970527587,0,0,1505,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.2,1943,4.1,2124,4.5,2398,5.1,37870541,4.1,0,0.0,0,0.0,-7,-0.5
"US000","1","323","15","0","2019","1","",18,2769,2741,2747,64750424,0,0,1810,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,5.9,-113,-3.9,-91,-3.2,-103,-3.6,-11470331,-15.0,0,0.0,0,0.0,-244,-11.9
"US000","1","3231","16","0","2019","1","",18,2769,2741,2747,64750424,0,0,1810,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,5.9,-113,-3.9,-91,-3.2,-103,-3.6,-11470331,-15.0,0,0.0,0,0.0,-244,-11.9
"US000","1","32311","17","0","2019","1","",18,2769,2741,2747,64750424,0,0,1810,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,5.9,-113,-3.9,-91,-3.2,-103,-3.6,-11470331,-15.0,0,0.0,0,0.0,-244,-11.9
"US000","1","323111","18","0","2019","1","",6,1138,1128,1136,29434140,0,0,1997,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,100.0,-80,-6.6,-45,-3.8,-51,-4.3,-5313506,-15.3,0,0.0,0,0.0,-244,-10.9
"US000","1","323117","18","0","2019","1","",12,1631,1613,1611,35316284,0,0,1679,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-14.3,-33,-2.0,-46,-2.8,-52,-3.1,-6156825,-14.8,0,0.0,0,0.0,-241,-12.6
"US000","1","332","15","0","2019","1","",6,4505,4489,4484,92544161,0,0,1585,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,135,3.1,118,2.7,119,2.7,9734182,11.8,0,0.0,0,0.0,127,8.7
"US000","1","3321","16","0","2019","1","",1,325,316,315,8993768,0,0,2171,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-0.9,-8,-2.5,-8,-2.5,-1603482,-15.1,0,0.0,0,0.0,-337,-13.4
"US000","1","33211","17","0","2019","1","",1,325,316,315,8993768,0,0,2171,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-0.9,-8,-2.5,-8,-2.5,-1603482,-15.1,0,0.0,0,0.0,-337,-13.4
"US000","1","332119","18","0","2019","1","",1,325,316,315,8993768,0,0,2171,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-0.9,-8,-2.5,-8,-2.5,-1603482,-15.1,0,0.0,0,0.0,-337,-13.4
"US000","1","3329","16","0","2019","1","",5,4180,4173,4169,83550393,0,0,1540,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,138,3.4,126,3.1,127,3.1,11337664,15.7,0,0.0,0,0.0,166,12.1
"US000","1","33299","17","0","2019","1","",5,4180,4173,4169,83550393,0,0,1540,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,138,3.4,126,3.1,127,3.1,11337664,15.7,0,0.0,0,0.0,166,12.1
"US000","1","332993","18","0","2019","1","",1,1842,1831,1823,30907135,0,0,1298,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,202,12.3,173,10.4,139,8.3,3965941,14.7,0,0.0,0,0.0,50,4.0
"US000","1","332994","18","0","2019","1","",4,2338,2342,2346,52643258,0,0,1729,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-64,-2.7,-47,-2.0,-12,-0.5,7371723,16.3,0,0.0,0,0.0,268,18.3
"US000","1","336","15","0","2019","1","",15,41344,41547,41825,798977400,0,0,1478,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1914,4.9,2081,5.3,2362,6.0,41317153,5.5,0,0.0,0,0.0,1,0.1
"US000","1","3364","16","0","2019","1","",1,2799,2837,2830,53331838,0,0,1454,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,33,1.2,73,2.6,62,2.2,4995309,10.3,0,0.0,0,0.0,110,8.2
"US000","1","33641","17","0","2019","1","",1,2799,2837,2830,53331838,0,0,1454,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,33,1.2,73,2.6,62,2.2,4995309,10.3,0,0.0,0,0.0,110,8.2
"US000","1","336411","18","0","2019","1","",1,2799,2837,2830,53331838,0,0,1454,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,33,1.2,73,2.6,62,2.2,4995309,10.3,0,0.0,0,0.0,110,8.2
"US000","1","3366","16","0","2019","1","",14,38545,38710,38995,745645562,0,0,1480,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1881,5.1,2008,5.5,2300,6.3,36321844,5.1,0,0.0,0,0.0,-7,-0.5
"US000","1","33661","17","0","2019","1","",14,38545,38710,38995,745645562,0,0,1480,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1881,5.1,2008,5.5,2300,6.3,36321844,5.1,0,0.0,0,0.0,-7,-0.5
"US000","1","336611","18","0","2019","1","",14,38545,38710,38995,745645562,0,0,1480,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1881,5.1,2008,5.5,2300,6.3,36321844,5.1,0,0.0,0,0.0,-7,-0.5
"US000","1","339","15","0","2019","1","",8,788,777,783,14255602,0,0,1401,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,7,0.9,16,2.1,20,2.6,-1710463,-10.7,0,0.0,0,0.0,-197,-12.3
"US000","1","3399","16","0","2019","1","",8,788,777,783,14255602,0,0,1401,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,7,0.9,16,2.1,20,2.6,-1710463,-10.7,0,0.0,0,0.0,-197,-12.3
"US000","1","33991","17","0","2019","1","",8,788,777,783,14255602,0,0,1401,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,7,0.9,16,2.1,20,2.6,-1710463,-10.7,0,0.0,0,0.0,-197,-12.3
"US000","1","339910","18","0","2019","1","",8,788,777,783,14255602,0,0,1401,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,7,0.9,16,2.1,20,2.6,-1710463,-10.7,0,0.0,0,0.0,-197,-12.3
"US000","1","44-45","14","0","2019","1","",664,44636,44473,44092,351845339,0,0,610,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-7,-1.0,-1198,-2.6,-1361,-3.0,-1389,-3.1,-12715767,-3.5,0,0.0,0,0.0,-3,-0.5
"US000","1","441","15","0","2019","1","",41,130,136,139,931950,0,0,531,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,2,1.6,5,3.8,13,10.3,80227,9.4,0,0.0,0,0.0,20,3.9
"US000","1","4412","16","0","2019","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","1","44122","17","0","2019","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","1","441222","18","0","2019","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","1","4413","16","0","2019","1","",40,130,136,139,931950,0,0,531,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-2.4,2,1.6,5,3.8,13,10.3,80227,9.4,0,0.0,0,0.0,20,3.9
"US000","1","44131","17","0","2019","1","",40,130,136,139,931950,0,0,531,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-2.4,2,1.6,5,3.8,13,10.3,80227,9.4,0,0.0,0,0.0,20,3.9
"US000","1","441310","18","0","2019","1","",40,130,136,139,931950,0,0,531,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-2.4,2,1.6,5,3.8,13,10.3,80227,9.4,0,0.0,0,0.0,20,3.9
"US000","1","442","15","0","2019","1","",55,245,240,241,1513775,0,0,481,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,8,3.4,8,3.4,11,4.8,33245,2.2,0,0.0,0,0.0,-8,-1.6
"US000","1","4421","16","0","2019","1","",1,42,41,36,179585,0,0,348,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,5,13.5,6,17.1,2,5.9,-4453,-2.4,0,0.0,0,0.0,-53,-13.2
"US000","1","44211","17","0","2019","1","",1,42,41,36,179585,0,0,348,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,5,13.5,6,17.1,2,5.9,-4453,-2.4,0,0.0,0,0.0,-53,-13.2
"US000","1","442110","18","0","2019","1","",1,42,41,36,179585,0,0,348,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,5,13.5,6,17.1,2,5.9,-4453,-2.4,0,0.0,0,0.0,-53,-13.2
"US000","1","4422","16","0","2019","1","",54,203,199,205,1334190,0,0,507,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,1.5,2,1.0,9,4.6,37698,2.9,0,0.0,0,0.0,2,0.4
"US000","1","44229","17","0","2019","1","",54,203,199,205,1334190,0,0,507,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,1.5,2,1.0,9,4.6,37698,2.9,0,0.0,0,0.0,2,0.4
"US000","1","442299","18","0","2019","1","",54,203,199,205,1334190,0,0,507,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,1.5,2,1.0,9,4.6,37698,2.9,0,0.0,0,0.0,2,0.4
"US000","1","443","15","0","2019","1","",1,10,10,9,74021,0,0,589,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-9.1,-1,-9.1,-2,-18.2,-2413,-3.2,0,0.0,0,0.0,54,10.1
"US000","1","4431","16","0","2019","1","",1,10,10,9,74021,0,0,589,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-9.1,-1,-9.1,-2,-18.2,-2413,-3.2,0,0.0,0,0.0,54,10.1
"US000","1","44314","17","0","2019","1","",1,10,10,9,74021,0,0,589,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-9.1,-1,-9.1,-2,-18.2,-2413,-3.2,0,0.0,0,0.0,54,10.1
"US000","1","443141","18","0","2019","1","",1,10,10,9,74021,0,0,589,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-9.1,-1,-9.1,-2,-18.2,-2413,-3.2,0,0.0,0,0.0,54,10.1
"US000","1","444","15","0","2019","1","",1,96,94,93,620168,0,0,506,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-6,-5.9,-7,-6.9,-2,-2.1,-8947,-1.4,0,0.0,0,0.0,19,3.9
"US000","1","4442","16","0","2019","1","",1,96,94,93,620168,0,0,506,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-6,-5.9,-7,-6.9,-2,-2.1,-8947,-1.4,0,0.0,0,0.0,19,3.9
"US000","1","44422","17","0","2019","1","",1,96,94,93,620168,0,0,506,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-6,-5.9,-7,-6.9,-2,-2.1,-8947,-1.4,0,0.0,0,0.0,19,3.9
"US000","1","444220","18","0","2019","1","",1,96,94,93,620168,0,0,506,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-6,-5.9,-7,-6.9,-2,-2.1,-8947,-1.4,0,0.0,0,0.0,19,3.9
